ID:新冠肺炎|我采访了刚到中国支援的德国顶尖病毒研究家
{'danmu_send_time': '2021-01-14 21:14:21', 'text': '新年快乐虽然是不完美的一年'}
{'reply_time': '2020-02-01 01:59:45', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :那你比较牛批  中国顶尖的癌症方面的专家都主张西医为主  中医为辅   到你这就成了中医药闭嘴'}
{'reply_time': '2020-02-01 01:59:55', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :建议你去当专家'}
{'reply_time': '2020-02-01 02:00:01', 'reply_like': 1, 'reply_content': '回复 @归期九月故土已老 :别人是绝症 看名字就知道了 救不好了'}
{'reply_time': '2020-02-01 02:00:37', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :想请问一下大佬  您当时的高考分数是多少呀？ 还有就读哪家大学[吃瓜]'}
{'reply_time': '2020-02-01 02:00:45', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :您没有专业知识，那大哥您靠什么来进行否定?一腔热血与正义吗？……[囧][囧][囧]'}
{'reply_time': '2020-02-01 02:00:57', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :神棍=中医？好理解'}
{'reply_time': '2020-02-01 02:01:29', 'reply_like': 1, 'reply_content': '回复 @沧瀚KAME :这真的是杠精[捂脸][捂脸]，在这抬杠两小时，我怀疑是袁隆平爷爷给你喂得太饱了。自己没学过的东西或者没涉及到的东西慎言好不？别去一昧的贬低另一种东西。（别跟我杠，懒得理）'}
{'reply_time': '2020-02-01 02:01:50', 'reply_like': 0, 'reply_content': '。。。'}
{'reply_time': '2020-02-01 02:02:12', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :病毒和癌症我刚刚给你举例子了\n您也说了双黄连是中成药，这是国家科研单位发现的？有用吧，\n癌症刚刚十个问题里给你举例子了，如果没看着，您可以去看看，我@你了，比较好找'}
{'reply_time': '2020-02-01 02:03:02', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :请问百度能查到您的名字吗'}
{'reply_time': '2020-02-01 02:03:12', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :我没说预防，我说的是抑制，谢谢您'}
{'reply_time': '2020-02-01 02:03:29', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :市面上治疗肿瘤疾病的药物  人参皂苷rh2了解一下'}
{'reply_time': '2020-02-01 02:03:39', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :您可以看一下回答'}
{'reply_time': '2020-02-01 02:04:11', 'reply_like': 1, 'reply_content': '我都觉得ID绝症的那个人是不是眼界问题，中医良莠不齐是事实，但是不能一棍子打死一船人啊，正规医院也有中医的，总感觉这个人中心跟重点都是乱的'}
{'reply_time': '2020-02-01 02:04:19', 'reply_like': 0, 'reply_content': '都是住在这里了？别对了不早了'}
{'reply_time': '2020-02-01 02:04:47', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :抑制您懂不，就好比癌症，西医有办法完全治疗么(为了防止您继续杠，我加个晚期)。西医能治癌症晚期么？'}
{'reply_time': '2020-02-01 02:05:05', 'reply_like': 0, 'reply_content': '回复 @鲁迅非周树人 :哈哈'}
{'reply_time': '2020-02-01 02:05:27', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :宁就是带专家，感情我们老祖宗几千年的智慧被你一个人否定就是不存在了？？（看到都在喷你我就放心了，话说你有什么资格提李时珍）'}
{'reply_time': '2020-02-01 02:05:34', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :治疗不等于治好，肯定是能治疗的啊'}
{'reply_time': '2020-02-01 02:05:54', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :我啥时候说不能治疗了？'}
{'reply_time': '2020-02-01 02:06:42', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :臆想症，中医可能确实没办法治，这个得问“中医院的中医”'}
{'reply_time': '2020-02-01 02:07:41', 'reply_like': 1, 'reply_content': '回复 @矩阵的秩与特征值 :请您理清楚前面的逻辑关系，绝症王二雷前面的意思是中医是传统医学，对这场疫情没有帮助，只能治小感冒，不要在这里添乱。然后他们在解释中医能治其他的病并且不是靠玄学。而且新闻才说了中药双黄连口服液能抑制病毒，这不就是现成的例子吗?而且绝症王二雷还说中医没有去前线，去了也是拖累。但实际情况是中医有在前线努力，而且还有一定成绩。所以请您看清楚，理清关系后再评论好吗?你真的站错边了。'}
{'reply_time': '2020-02-01 02:07:52', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :大佬 回我一下呗[吃瓜]'}
{'reply_time': '2020-02-01 02:08:27', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :西医治不好的推拿正骨，中医治得好可为什么失传了呢，？可能就是你这样的人多了起来吧'}
{'reply_time': '2020-02-01 02:09:19', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :还有，不是我告诉您的能抑制，是国家的科研机构，好像是上海的一个研究所？难道您意思质疑双黄连没用么？质疑一线科研人员的成果么？'}
{'reply_time': '2020-02-01 02:09:51', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :如果中医没用的话，我估计你也在这里敲不了键盘，毕竟是中医治好了你的祖宗才生下了你这个白眼狼'}
{'reply_time': '2020-02-01 02:09:59', 'reply_like': 1, 'reply_content': '回复 @齐大帜 :没什么好对的，这大哥从头到尾就2个论据 1各个权威医院的中医菜都是骗子  2屠呦呦说中医没用\n 对错不是很明显了，屠呦呦是中医还接受过中医的培训。还在中医部门上班不是就应该贬低中医吗？（滑稽）'}
{'reply_time': '2020-02-01 02:10:00', 'reply_like': 1, 'reply_content': '这年头一个辩证思维都没有的人我觉得不配称为一个健全的人'}
{'reply_time': '2020-02-01 02:10:15', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :我最后反驳你一个观点  你说我是为了维护中医的利益  对不起  我真不需要   再不济我跟着我父母做生意也能养活自己  我不是一定要从医  只不过我觉得人要活的有意义一点  我读书不全是为了赚钱  还是为了让自己不白活了这一世'}
{'reply_time': '2020-02-01 02:11:16', 'reply_like': 0, 'reply_content': '回复 @鲁迅非周树人 :哈哈，我就是在家实在闲的没事干了[笑哭][笑哭][笑哭]'}
{'reply_time': '2020-02-01 02:13:31', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :这么多人都在喷你，看来不懂的人都是我们呀，毕竟真正的大师都是孤独的，我相信你就是拯救这次疫情的带专家，没有人比你更了解医学了，去吧，去武汉拯救我们的国家吧'}
{'reply_time': '2020-02-01 02:14:19', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :对，没错，请你拿出西医治愈感冒的案例'}
{'reply_time': '2020-02-01 02:14:41', 'reply_like': 0, 'reply_content': '您是中医院的医生么？一个大的医院几百名乃至上千名医生，你都知道他们所处的岗位了？你一个本地人就知道当地医院的医生的具体信息及情况了？那我也懂中国所有医生的情况了。因为我是中国人，你比我了解中国？奥奥，我明白了难道你就是上海中医院的院长么？失敬失敬。'}
{'reply_time': '2020-02-01 02:14:51', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :王二雷医生在网上没有搜索到具体信息 请问是在读医呢还是任职？有无学术巨著可以拜读？可否给个链接？'}
{'reply_time': '2020-02-01 02:15:36', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :又10分钟了'}
{'reply_time': '2020-02-01 02:16:32', 'reply_like': 1, 'reply_content': '回复 @归期九月故土已老 :不为良相，则为良医，要医这苍生百病，更要医天下人心'}
{'reply_time': '2020-02-01 02:16:32', 'reply_like': 0, 'reply_content': '回复 @沧瀚KAME:我倒是希望您能去了解一下免疫反应和炎症产生的机制。如果您要增强免疫力不如少熬夜多运动实在不行来点胸腺肽免疫球蛋白啥的。何苦苦了自己的嘴呢？'}
{'reply_time': '2020-02-01 02:16:32', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :我求你发表论文，为社会多做点贡献，活跃气氛，让全社会的人都欢乐起来，特别是在这个紧要关头大家都没事时，真的非常需要一个笑话'}
{'reply_time': '2020-02-01 02:16:50', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :您都说了，中医院有中医毕业的，您这不是自己打自己脸么？疼么。王二雷专家'}
{'reply_time': '2020-02-01 02:17:02', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :好的，得嘞'}
{'reply_time': '2020-02-01 02:17:33', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :不好意思  四川这边的中医院还真是很多都是中医毕业的  还有你说的利益  我又不是来医院的  我管好自己的一亩三分地就行了  有病人我就治  天下人都没病最好'}
{'reply_time': '2020-02-01 02:17:38', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :哈哈哈(ಡωಡ)hiahiahia他都说自己是门外汉了，你能不能找个中医博士自己打自己脸还不好玩？是吧😁（滑稽）'}
{'reply_time': '2020-02-01 02:18:35', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :看您的全部回答能感觉出您要么是没读过大学，要么大学都不思考问题。中医论文你知网上查查，有没有用不是靠你那点肤浅的见解去推导，或者听点看点营销号误导人的文章来决定的，中医治病是有科学依据的，和您讲应该是讲不懂的，您的确是书读少了，还望您能有些自知之明，自己去看看论文，看看学术性的东西，自己整理下，而不是听写看些乱七八糟的东西然后乱下结论。'}
{'reply_time': '2020-02-01 02:18:41', 'reply_like': 0, 'reply_content': '回复 @花落眉间 :普度苍生之苦  愿世间再无病症'}
{'reply_time': '2020-02-01 02:19:28', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :怼天怼地怼空气，中医西医怎么了，只要能治好病人就是好的医学。没有西医的时候，不是中医治好病人的吗？非要捧一个踩一个干什么。各有各的好，反正我觉得中医西医都很棒。有的病现在医学不管中医西医都治不好的，然后讨论这种病中医治的好，还是西医治的好真的没必要。有时候你认为的你自己认为就好了，没必要非要改变别人的观点，让别人变成和你一样的观点。你喜欢西医，那生病看西医就好了，没人逼你一定要看中医。如果你真的对西医有体会，写篇论文发布都比你这贬低中医来的好。都是中国人，保护下传统文化不行吖？'}
{'reply_time': '2020-02-01 02:20:14', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :？？？我在问您您是否学医？是否任职？是否有学术巨著？不要转移话题可以？评论全看了，您自己逻辑混乱，自己说的话都能推翻。论点不明确，定义不明确。'}
{'reply_time': '2020-02-01 02:20:38', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷:😳好像中医执业医师证都要考西医内科和临床？'}
{'reply_time': '2020-02-01 02:20:45', 'reply_like': 0, 'reply_content': '等依据[滑稽]'}
{'reply_time': '2020-02-01 02:21:25', 'reply_like': 0, 'reply_content': '回复 @荼靡tumiii :这就能说明中医无用吗？'}
{'reply_time': '2020-02-01 02:21:34', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :口腔溃疡是治不好的，就像你说的一样，你这个西药也就是个安慰剂，其实还是全靠人的自愈力[害羞]'}
{'reply_time': '2020-02-01 02:22:36', 'reply_like': 0, 'reply_content': '不回睡觉了😁'}
{'reply_time': '2020-02-01 02:24:26', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :看来你比世界卫生组织还要权威呀'}
{'reply_time': '2020-02-01 02:27:52', 'reply_like': 0, 'reply_content': '回复 @鲁迅非周树人:孰轻孰重 自己掂量一下'}
{'reply_time': '2020-02-01 02:33:16', 'reply_like': 0, 'reply_content': '请问我杠哪里了？癌细胞就正常细胞分裂复制过程中，抑癌基因的失效，原癌基因的突变而诞生的，有问题吗？免疫系统会杀死癌细胞这个你可以自己查查是不是真。现代医学对癌症的治疗不是手术化疗放疗吗？有有效治疗手段吗？癌症是基因层面发生突变产生的，我推测最后治疗手段要落在基因层面有问题吗？至于我说的最后那段，我所回复的那个人不是认为传统医学对癌症无效，那我也可以觉得未来医学如果有了轻松治疗癌症的手段是不是也会看不起现代医学一样。你说我杠，杠的前提不是无理取闹吗？我说的哪里没有道理你说出来啊！还有我贬低哪个了？传统医学不是完美的，那现代医学就没问题吗？我不过说了现代医学也不是没问题就是贬低现代医学了吗？我有说过传统医学比现代医学强吗？我第一条回复就说过了，现代医学和传统医学各有所长。'}
{'reply_time': '2020-02-01 02:43:11', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :我看了半天，我觉得他们怼你完全没问题啊，是你一上来就说中医没用的不是吗？如果您真的识字，脑子没问题，理解能力也没出问题的话，应该现在就看到新闻了：上海药物所、武汉病毒研究所联合发现中成药双黄连口服液可抑制新型冠状病毒。从一开始你就提出上海中医院，可是发现和公布并不是呢。评论一致的观点：中医院并不是万能，癌症目前不管中医或者西医都无法治疗，中西医相辅相成，这些观点并没有问题。最后，鲁迅先生说的：学医救不了中国人。指的是，治得了肉体，治不了腐烂的心，您在评论里回复这句话挺好笑的。'}
{'reply_time': '2020-02-01 02:53:09', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :百度复制一段就来口嗨'}
{'reply_time': '2020-02-01 02:59:37', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :新闻上都说了去了一队国家队中医和一队北京那个医院的中医大概80人，有报道的啊'}
{'reply_time': '2020-02-01 03:04:48', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :癌症西医可治我是知道的，病毒不是没救么？的病全靠自己抗，换谁来都一样。所以在病毒这方面没必要刻意的去诋毁中医吧'}
{'reply_time': '2020-02-01 03:05:47', 'reply_like': 0, 'reply_content': '回复 @荼靡tumiii :免疫是引起炎症的一种因素，感染同样也是，还有你老是强调免疫系统对人体可能造成的伤害，请问你知道什么绕过免疫系统对病毒感染的治疗方法吗？至今为止，医学对病毒感染的治疗都是靠免疫系统，抗体是防止再次感染，不是治疗感染。\n你觉得你说的有条理吗？病毒没有药物治疗，抗体是预防感染病毒不是治疗病毒，病毒无法从感染细胞中剥离，免疫系统杀死病毒就要杀死感染细胞，这个过程中就会有炎症，因为有炎症所以就不治疗病毒感染吗？如果您不认同这个想法请您说出对人体没有伤害的治疗病毒感染的治疗手段。\n疫苗是削弱版病毒，是利用削弱版病毒刺激人体免疫但刺激性不强从而产生抗体预防感染。'}
{'reply_time': '2020-02-01 03:11:43', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :你看看你说的话嘛，用传统医学治好了现代医院无法治愈的病就是骗子，您的著作在哪？留个姓名也让我百度一下，拜读一下您的作品，中医好不好，你没那个资格去这样贬低他，社会自有优劣的法则，如果真的是一无是处又怎么会发展到今天，如果您真是行业大拿，就留个姓名，或者您发表过什么文章，什么书籍百度一下，要不就收起键盘安生睡觉吧，你也就这点能耐在网上逼逼赖赖，中医怎么样，您不配对他指手画脚'}
{'reply_time': '2020-02-01 03:16:10', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :我的天。您认真看他的解释了吗，那只是一个名字里面带了土字带了邪字而已您就理解成五行八卦邪气入体。老婆饼里有老婆吗？而且不管他多少分人家好歹是大学里专业学中医的，请问您什么专业对医学了解多少知道蓝皮书有几本吗？'}
{'reply_time': '2020-02-01 03:17:09', 'reply_like': 2, 'reply_content': '冒泡，从头看到尾[doge]'}
{'reply_time': '2020-02-01 03:17:33', 'reply_like': 0, 'reply_content': '回复 @归期九月故土已老 :你别跟他解释了，中医无脑黑你叫不醒的。'}
{'reply_time': '2020-02-01 03:18:19', 'reply_like': 2, 'reply_content': '一个人杠一群，厉害了，哪来的勇气这么说中医[滑稽]'}
{'reply_time': '2020-02-01 03:19:36', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :我吉大医学部的，我觉得中医有自己的优点中西结合才是最优解，我觉得您一知半解还好为人师，请问还有利益问题吗？'}
{'reply_time': '2020-02-01 03:20:00', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :有些人是三季人，过四季的没必要硬掰，现在说是有些中药有抑制作用，可能也是做了实验的，也谈不上骗人。'}
{'reply_time': '2020-02-01 03:20:11', 'reply_like': 0, 'reply_content': '回复 @荼靡tumiii :对不起  是我记错了  我刚刚去确认时发现广州中医院大学附属医院是接收73例  死亡1例  无感染'}
{'reply_time': '2020-02-01 03:20:56', 'reply_like': 0, 'reply_content': '回复 @归期九月故土已老 :@归期九月故土已老 别搭理他了，这人气死我了，自己无知还无畏。'}
{'reply_time': '2020-02-01 03:23:30', 'reply_like': 0, 'reply_content': '回复 @大迪迪咯 :嗯嗯'}
{'reply_time': '2020-02-01 03:30:21', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :你得病不吃药？全靠抗？'}
{'reply_time': '2020-02-01 03:30:51', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :看了这么久忍不住了，我只想说现代医学≠西医\n传统医学也≠中医，看你老强调现代医学传统医学，但又老是把现代医学套入西方医学是不是在百度，微博上看了些评论就觉得自己啥都懂了，看你的评论看得贼吉尔无语。'}
{'reply_time': '2020-02-01 03:34:05', 'reply_like': 0, 'reply_content': '中医也不是没有作用，但是说治愈非典的请自行百度'}
{'reply_time': '2020-02-01 03:44:39', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :现在能用于治疗的是中医中的一部分精华，也是您说的现代医学的一部分，骗人的是披着中医皮实际上啥也不是的那部分，它既不属于现代医学也不属于传统医学可能人家中医都不认可它。您就这么一棒子打死所有中医，那不也等于把“现代医学”打成半身不遂。西医不等于现代医学，中世纪的欧洲那也可以叫西医。您现在这种想法和因为骗子披德国科学家皮卖保健品就说西医都是骗人的人有啥区别嘞？'}
{'reply_time': '2020-02-01 03:45:26', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :传统医学中不管中还是西都没有病毒这种说法吧，中医里和病毒解释最像的就是邪气，邪气引发瘟疫，历史上传统中医方子对瘟疫的控制和治疗还是有很大成就的，相对比70世纪的欧洲爆发黑死病时还在用放血的疗法，你可以说传统医学落后但别说传统医学只有中医。现代医学包含西方的抗生素也有东方的草药方子，草药方子韩国人当宝，而我们国人当它废物说给谁不寒心，现在只要提到中药、方子、草药就算是官方发布你这种人都是拿起键盘就乱怼，你不信就不吃没必要否认它的存在'}
{'reply_time': '2020-02-01 03:46:20', 'reply_like': 0, 'reply_content': '回复 @荼靡tumiii :看下来，你也是个杠精，好好读读题再来和哪位学医的朋友对线吧，第一，他表明了他现在还是个医学生，还没有毕业，你搁这里抬病的杠，你不觉得搞笑嘛？第二，他已经明确表明是主修中医，同时也学西医，中西医结合，为什么非要把中医和西医拆开来讲？整栋楼里，没人说中医一定比西医牛逼，有的就是看不惯那个什么绝症该死的那个玩意儿的一踩一捧，给中医定性为骗子，他不配，所以是大家伙在反驳他，没人说中医就一定比西医牛逼，就要像鸡同鸭讲一个人说我比你瘦一个人说我比你高，你好好审审题再来吧'}
{'reply_time': '2020-02-01 03:54:24', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :因为你理解的中医就是小罐罐熬汤药。既然到了现代医学里没有中西医之分，能治病就是好医，那你为什么还要纠结于中医骗人这个问题。因为你一开始说中药药方是骗人的所以话题才跑偏到中西医上。说白了使用中药是现代医学的选择，经过时间的检验中医成为一门专业他就有他的用处。没人说中医比现代医学好，只是你的假想敌。'}
{'reply_time': '2020-02-01 03:55:49', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :他这一百多个是从中医出来的，中医在医学中就有立足之地。而且您不是说李时珍不属于中医那还提他干嘛？'}
{'reply_time': '2020-02-01 03:57:58', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :您不太清楚是谁在争论这个话题。因为您说中药药方都是骗人的，才扯到中医这来。假设楼主一开始说的是让大家去看有个啥啥霉素有预防作用您还会反驳吗？'}
{'reply_time': '2020-02-01 04:01:36', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :放血疗法我不太了解，但中医不只有放血疗法您为什么不说别的呢？比如现在抗肺炎用的那些，也是糟粕吗？'}
{'reply_time': '2020-02-01 04:03:38', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :？恕我没看懂您啥意思。现在提倡的不是循证医学吗？'}
{'reply_time': '2020-02-01 04:07:35', 'reply_like': 2, 'reply_content': '哪个兄弟能赞我一下吗，我想看连续剧惹'}
{'reply_time': '2020-02-01 04:10:52', 'reply_like': 1, 'reply_content': '欸，看了你们这么多楼，我本来不想参和进来的。我来说明一下吧。首先，确实有冒充中医的骗子，为什么，因为中医在大众眼里显得很玄乎，而且，你不是这个世界的人，你是不知道我们这个世界的事情。第二，中医是有效的，这个东西是可以证明的，中医其实是祖宗给我们留下来的无上财富，很多上面的人都在用，也会请我们这里的人。第三，关于五行的事情，是这样子的没错，为什么中医要扯到五行？是因为山，医，命，卜，相乃是相传一脉的，你若只知其一，而不知其然，那你只能知道一些浅显的因果关系，而不明白一个东西的实际意义和效果。关于五行，我只提两个东西，相生相克五行都听过，但重要的是相推五行和时令。最后，你们不知道，是因为我们现在还是一脉单传的，很少有广收徒的。'}
{'reply_time': '2020-02-01 04:11:11', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :我不是学中医的，如果如您所说它基于黄帝内经，也不可能几千年毫无进步和改变。在黄帝内经产生的时代它应该已经属于先进文化了，里面的一些穴位之类的现在也依然实用，这些我认'}
{'reply_time': '2020-02-01 04:14:02', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :所以五行八卦什么时候用于临床了？现在讨论的中药药方难道没经过检验吗？我说不要一棒子打死不等于我认可五行八卦。当然我也不了解五行八卦也许有人家的道理，但是这里轮不到它。'}
{'reply_time': '2020-02-01 04:14:25', 'reply_like': 0, 'reply_content': '哦对了，忘记补充了，为什么中医不认可西医开刀的做法，因为五脏六腑且有其相对应的五行，你切掉了就相当于少了一环，你可能以西医的角度来看是切除了，不会再扩散了，但将来都会导致问题的。而且，只要说出来缺什么补什么的，基本都是骗子。中医的精髓可不是吃什么补什么，身体元气皆是先天带来的，后天饮食只占百分之十，要采取相生相克的理论才好饮食'}
{'reply_time': '2020-02-01 04:17:54', 'reply_like': 3, 'reply_content': '快更新啊 我最喜欢看这种一个人嘴巴死硬刚一群人了 这种人不要脸的 他两套对立说法换着来的 你提出来他就当作没看到 继续和你刚'}
{'reply_time': '2020-02-01 04:17:58', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :你可以好好看完整篇的意思吗？自己啥都不理解就在那乱说'}
{'reply_time': '2020-02-01 04:18:48', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :我大概查了一下，黄帝内经里放血相关好像也就占四分之一，不能简单的将黄帝内经等同于放血疗法。而且我还发现西医中也有放血疗法啊……现在时代进步不都摒弃了？难道就许西医进步不许中医进步吗？'}
{'reply_time': '2020-02-01 04:21:37', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :你有仔细看完我说的吗，我通篇的都在表明现代中西医各有各长处'}
{'reply_time': '2020-02-01 04:22:06', 'reply_like': 2, 'reply_content': '回复 @绝症王二雷 :兄弟别怂 和他们刚到底 我刚好睡不着 来看看戏'}
{'reply_time': '2020-02-01 04:23:47', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :一叶障目吗，楼上还有中医治得挺好的案例呢。而且如果中医医生告诉你同事他坚决不能开刀那就是中医的错，中医专业不仅要学中医还要学西医，学那么多书才得到行医资质是你同事看一本中医书一知半解就能比的吗？他的死怪无知不怪中医。'}
{'reply_time': '2020-02-01 04:24:27', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :兄弟 你要相信自己 那些高考低分去医学院学的人肯定没有你这个整天抱着手机网上冲浪的人懂得多的 拿出杠死他们的态度来 不能怂'}
{'reply_time': '2020-02-01 04:25:04', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :西医也分传统和现代啊，你难道说了这么久还没分明白吗，传统和和现代是时间的划分啊'}
{'reply_time': '2020-02-01 04:28:15', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :中医什么时候用五行来治病了？这只是个理论，治病用的是药和技术，举个我也不知道恰不恰当的例子，背会肌肉血管走形图解我就能上临床吗？中医也是医学一种，也是根据临床判断变化的'}
{'reply_time': '2020-02-01 04:29:11', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :我是真的服你了，在70世纪西方国家遇到黑死病这种瘟疫的时候采用的治疗方式还是最古老的放血疗法，这不就是传统的西方医学吗'}
{'reply_time': '2020-02-01 04:29:43', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :中医要真能开刀还有西医什么事吗？它子成现代医学不好吗？不然为什么要中西结合？我说不要一棒子打死中医也没说中医啥都能干啊'}
{'reply_time': '2020-02-01 04:33:39', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :全放弃了现代医学从哪来的，地里长出来的吗？照这么说现代医学里就剩个还带点根的中医了'}
{'reply_time': '2020-02-01 04:34:47', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :每个国家的医学都是从传统走向现代你明白了吗，没有哪个国家的医学是一下就能蹦到现代医学'}
{'reply_time': '2020-02-01 04:40:58', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :穴位呢，针灸推拿呢？传统中医里没有吗'}
{'reply_time': '2020-02-01 04:43:03', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :我们只学习希波克拉誓言，其他的我不了解。但是现代医学总有一个从不成熟到成熟的过程，而且科技发展很多过去不可能的事现在做到了，医学不可能不改变'}
{'reply_time': '2020-02-01 04:49:59', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :你怎么这么爱以偏概全呢？特事特办，专病专治，术业有专攻。如果一种医疗方法可以包治百病医学还要什么发展，谈什么兼容并包。'}
{'reply_time': '2020-02-01 04:52:00', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :我刚才上网了解了一下，抗生素在三千多年前的古埃及就有应用了，只是当时不分离得这么精细'}
{'reply_time': '2020-02-01 04:53:25', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :你的意思说你没用过中成药？就普通感冒咳嗽你都是用西药？我女儿咳嗽到人民医院雾化两次一千多没见好后来医生开了中药，芩暴红口服液，3种中药做的喝一次就止咳了。比如伤寒病去医院6000打底，我家传的草药两副就好了，注意只是自己去找的草药，还有鱼籽疮别人医院几千都搞不好，（如果是想在体内的话）我家也有草药加茶油用几次就好了'}
{'reply_time': '2020-02-01 04:56:30', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :推拿或者说康复治疗可以解决一定程度内的脊柱侧弯'}
{'reply_time': '2020-02-01 04:59:56', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :微生物产生的这种物质一直存在，抗生素只是伟大的发现，叫发明似乎不太合适'}
{'reply_time': '2020-02-01 05:06:18', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :术业有专攻。没说明白吗'}
{'reply_time': '2020-02-01 05:06:48', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :你是认真在讨论吗？发霉的青梅？'}
{'reply_time': '2020-02-01 05:14:43', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :不是有没有，而是效果好坏。那我自己来说我的哮喘是喝中药好的，“西药”对我治标不治本总是反复。而且小程度的脊柱侧弯没有大夫会劝你开刀。'}
{'reply_time': '2020-02-01 05:19:01', 'reply_like': 0, 'reply_content': '回复 @网易新生一梦江湖 :话说到这已经不是医学是哲学问题了。没有辩证思维吃亏的是他自己。该说的意思说到了就行了咱们谁也没学那么深也不是医学大拿。可能马原没学好叭。'}
{'reply_time': '2020-02-01 05:20:45', 'reply_like': 0, 'reply_content': '回复 @网易新生一梦江湖 :这大兄弟老是说到一半忘记前面自己说过啥[捂脸]'}
{'reply_time': '2020-02-01 05:23:38', 'reply_like': 0, 'reply_content': '回复 @网易新生一梦江湖 :现代医学并不是靠着传统医学发展来的哦，现代医学的发展也就这一百来年的历史'}
{'reply_time': '2020-02-01 05:25:05', 'reply_like': 0, 'reply_content': '回复 @抠脚大伯伯 :哦？当时西医在西方出现了一两百年的时候，西方人不照样是一有流感就大把大把的死？'}
